OBJECTID_1,AreaCateg,POINT_X,POINT_Y
207,2,"516,223.848399996760000","140,063.390299998220000"
208,1,"515,887.317599996920000","142,868.494399998340000"
209,2,"513,162.354999996720000","141,208.865899998690000"
210,4,"519,173.887800000610000","141,939.112500000750000"
211,3,"515,044.346500001850000","134,996.226199999450000"
212,1,"518,986.234200000760000","143,112.553199999030000"
213,3,"511,305.037900000810000","134,551.925000000750000"
214,1,"516,225.256300002340000","143,292.758600000290000"
215,2,"516,852.453800000250000","142,488.798799999060000"
216,3,"515,110.386399999260000","140,288.488800000400000"
217,4,"510,871.119900003080000","142,190.281800001860000"
218,4,"516,931.475699998440000","144,805.448100000620000"
219,2,"510,964.302900001410000","143,079.259399998930000"
220,1,"515,970.325699999930000","142,843.954900000240000"
221,1,"515,576.217100001870000","139,483.875000000000000"
222,4,"517,425.837200000880000","139,343.708099998530000"
223,4,"519,338.501400001350000","145,204.528099998830000"
224,2,"518,261.212899997830000","144,603.230300001800000"
225,3,"519,164.881800003350000","144,557.741500001400000"
226,3,"510,421.993400000040000","143,328.255100000650000"
227,1,"516,997.659100003540000","141,571.092599999160000"
228,3,"516,359.994000002740000","144,331.295299999420000"
229,3,"518,387.582599997520000","144,191.791499998420000"
230,1,"518,571.415200002490000","143,120.809399999680000"
231,4,"517,336.825000002980000","138,712.131999999280000"
232,2,"512,948.482400000100000","139,666.137299999590000"
233,4,"520,742.725699998440000","141,237.480500001460000"
234,1,"513,191.743299998340000","135,345.936700001360000"
235,3,"515,462.302100002770000","134,942.241700001060000"
236,3,"515,953.563299998640000","137,790.461399998520000"
237,3,"514,680.295000001790000","145,407.596000000830000"
238,1,"515,600.036899998780000","140,560.634300000970000"
239,4,"515,263.331699997190000","141,579.707800000910000"
240,1,"512,858.257399998610000","145,610.842399999500000"
241,1,"516,442.060400001700000","143,762.793900001790000"
242,2,"513,313.217699997130000","135,273.387899998580000"
243,1,"516,772.049599997700000","140,372.662599999460000"
244,1,"516,599.610200002790000","140,245.690000001340000"
245,2,"516,481.812899999320000","139,323.802000001070000"
246,1,"512,013.428099997340000","134,430.069899998610000"
247,2,"510,766.150899998840000","143,151.312199998650000"
248,2,"515,882.575599998240000","139,233.892900001260000"
249,3,"510,305.454899996520000","135,784.182500001040000"
250,2,"516,135.273400001230000","139,310.399799998850000"
251,3,"518,248.882100000980000","142,951.528099998830000"
252,2,"517,850.218400001530000","142,869.254900000990000"
253,1,"512,332.324699997900000","145,326.089600000530000"
254,2,"513,945.201099999250000","139,904.424800001080000"
255,2,"518,053.318199999630000","142,867.286299999800000"
256,3,"517,545.742600001390000","142,465.587699998170000"
257,1,"516,893.007299996910000","140,278.163199998440000"
258,2,"519,769.380599997940000","144,532.361699998380000"
259,3,"511,507.523000001910000","134,548.884199999270000"
260,1,"519,506.982000000770000","143,698.859400000420000"
261,1,"516,462.972300000490000","143,468.138199999930000"
262,3,"514,361.959200002250000","139,259.737300001080000"
263,2,"513,732.901600003240000","135,395.174300000070000"
264,3,"511,890.847300000490000","140,624.901799999180000"
265,2,"516,062.178400002420000","139,914.759700000290000"
266,3,"516,718.677799999710000","141,153.890799999240000"
267,1,"516,149.063299998640000","138,898.780000001190000"
268,1,"516,124.721199996770000","143,678.458700001240000"
269,3,"511,319.768700003620000","135,769.166600000110000"
270,3,"512,810.687100000680000","140,371.957199998200000"
271,2,"516,056.454800002280000","140,007.804400000720000"
272,2,"512,809.342900000510000","139,445.468800000850000"
273,3,"511,512.555500000720000","134,954.647799998520000"
274,2,"520,230.634900003670000","145,323.364399999380000"
275,2,"516,630.229999996720000","142,981.903400000180000"
276,1,"515,806.502199999990000","143,236.422899998720000"
277,1,"516,894.728900000450000","140,377.825399998580000"
278,1,"516,689.107100002470000","140,299.371100001040000"
279,2,"513,096.388899996880000","140,158.279100000860000"
280,4,"510,730.848300002520000","137,292.859000001100000"
281,3,"515,060.199600003660000","136,812.779899999500000"
282,3,"519,959.684000000360000","143,542.104600001130000"
283,3,"510,554.516999997200000","143,701.261199999600000"
284,4,"518,846.090199999510000","137,942.077599998560000"
285,4,"517,611.024199999870000","140,175.592300001530000"
286,4,"512,527.229299999770000","136,642.494300000370000"
287,1,"516,433.732100002470000","137,434.087799999860000"
288,3,"515,419.550499998030000","142,171.070900000630000"
289,1,"512,980.206900000570000","145,486.517999999230000"
290,2,"512,374.117700003090000","134,580.500999998300000"
291,2,"513,350.895800001920000","136,020.389100000260000"
292,3,"511,112.128700003030000","135,366.446600001310000"
293,4,"510,920.381599999960000","141,807.206099998210000"
294,3,"516,212.646399997170000","140,614.911800000820000"
295,4,"520,127.189300000670000","140,340.181200001390000"
296,1,"515,571.361400000750000","140,618.397300001230000"
297,1,"512,890.699199996890000","139,458.387299999590000"
298,1,"516,252.032099999490000","144,155.083500001580000"
299,2,"515,986.648400001230000","143,047.232599999760000"
300,3,"518,361.877199999990000","142,221.321699999270000"
301,2,"519,535.978200003500000","144,269.031300000850000"
302,4,"515,235.650700002910000","138,503.978100001810000"
303,4,"518,661.872900001700000","137,142.905600000170000"
304,3,"517,968.706299997870000","145,107.983699999750000"
305,2,"515,580.802400000390000","139,233.851399999110000"
306,3,"510,706.656099997460000","135,372.484999999400000"
307,2,"512,319.913800001140000","134,803.548399999740000"
308,4,"511,280.746500000360000","140,429.812699999660000"
309,3,"510,702.130699999630000","134,966.779199998830000"
310,2,"517,998.586900003250000","145,353.425599999730000"
311,2,"518,238.991999998690000","143,328.554699998350000"
312,3,"510,503.923199996350000","135,375.509100001310000"
313,2,"517,950.835699997840000","141,250.502199999990000"
314,1,"515,897.910499997440000","143,566.684900000690000"
315,4,"512,525.100100003180000","141,359.917100001130000"
316,4,"512,155.556199997660000","140,351.082899998870000"
317,2,"518,862.949299998580000","142,294.250000000000000"
318,1,"512,581.557899996640000","145,481.701499998570000"
319,2,"519,400.722699999810000","144,147.107099998740000"
320,1,"512,455.062500000000000","142,284.231899999080000"
321,1,"516,653.248000003400000","140,279.949799999590000"
322,3,"512,901.153999999170000","137,834.708700001240000"
323,1,"519,202.688900001350000","144,112.504399999980000"
324,2,"511,486.358999997380000","143,331.117600001390000"
325,3,"513,117.229299999770000","137,144.593800000850000"
326,1,"516,791.156099997460000","142,838.096200000490000"
327,3,"510,914.049000002440000","135,775.150800000880000"
328,1,"513,280.783299997450000","141,375.416700001810000"
329,4,"510,861.638199999930000","139,622.028299998490000"
330,1,"513,637.902500003580000","146,205.133099999280000"
331,3,"517,523.030699998140000","145,902.086800001560000"
332,3,"511,481.736199997370000","142,985.029699999840000"
333,1,"515,884.076700001960000","143,952.980999998750000"
334,3,"517,840.341200001540000","143,732.667700000110000"
335,2,"510,592.509900003670000","143,238.061200000350000"
336,2,"520,043.110899999740000","144,819.928800001740000"
337,1,"515,969.211499996480000","142,916.913699999450000"
338,2,"515,482.940899997950000","139,167.222399998460000"
339,4,"512,234.048500001430000","139,493.809000000360000"
340,3,"518,364.816799998280000","141,775.123199999330000"
341,4,"515,869.339000001550000","144,800.909899998460000"
342,1,"512,691.249200001360000","139,255.317299999300000"
343,2,"518,435.812299996610000","142,554.543000001460000"
344,1,"515,659.497599996630000","140,398.604499999430000"
345,1,"512,688.170800000430000","145,498.403299998490000"
346,1,"518,950.821800000970000","144,283.280200000850000"
347,1,"516,829.778999999170000","142,921.660700000820000"
348,1,"518,211.650200001900000","143,790.372200001030000"
349,1,"518,626.571699999270000","142,303.048500001430000"
350,3,"512,015.886399999260000","142,232.960200000550000"
351,3,"519,575.847800001500000","145,957.858600001780000"
352,3,"512,137.026199996470000","143,042.722300000490000"
353,2,"517,646.590899996460000","143,073.184099998330000"
354,1,"512,352.142499998210000","134,390.066899999980000"
355,3,"518,316.980599999430000","138,922.348499998450000"
356,4,"510,469.657300002870000","140,439.913300000130000"
357,4,"518,920.572400003670000","139,543.886199999600000"
358,4,"511,807.324100002650000","136,806.209300000220000"
359,2,"516,306.686700001360000","139,323.086800001560000"
360,3,"513,426.674000002440000","134,525.579900000240000"
361,1,"516,406.303300000730000","139,166.646699998530000"
362,2,"512,702.677699998020000","134,622.360100001100000"
363,1,"513,263.517700001600000","141,260.695900000630000"
364,1,"513,233.217600002880000","141,048.077399998900000"
365,1,"518,720.590400002900000","142,287.435800001030000"
366,3,"511,902.118699997660000","141,821.208000000570000"
367,2,"515,824.297799997030000","139,977.842900000510000"
368,3,"510,697.616200000050000","134,561.061700001360000"
369,2,"518,709.787100002170000","144,027.460999999200000"
370,1,"518,213.483599998060000","143,918.833000000570000"
371,1,"517,241.313100002710000","142,823.374099999670000"
372,3,"518,747.598300002520000","143,568.300000000750000"
373,1,"511,813.660700000820000","135,511.765399999920000"
374,3,"516,392.589299999180000","141,690.432799998670000"
375,2,"513,113.452399998900000","140,281.479299999770000"
376,1,"516,003.499799996610000","145,688.619899999350000"
377,1,"519,789.371899999680000","144,707.889699999240000"
378,2,"514,517.042499996720000","136,073.912900000810000"
379,3,"511,314.861599996690000","135,363.432399999350000"
380,1,"516,605.847499996420000","140,099.453699998560000"
381,1,"512,788.865199998020000","145,367.593699999150000"
382,3,"519,901.495499998330000","144,210.260699998590000"
383,4,"512,496.942299999300000","143,624.601700000460000"
384,1,"513,023.640500001610000","145,366.246300000700000"
385,2,"516,192.205300003290000","139,057.727099999790000"
386,1,"516,130.036600001160000","143,771.269999999550000"
387,3,"515,899.705099999900000","138,827.806800000370000"
388,1,"512,447.578900001940000","134,393.646899998190000"
389,1,"512,912.072999998930000","140,787.142099998890000"
390,4,"519,304.216399997470000","142,847.501099999990000"
391,3,"517,613.040500000120000","141,316.617400001730000"
392,2,"513,153.537799999120000","140,545.054699998350000"
393,2,"520,513.961099997160000","145,386.055799998340000"
394,2,"517,647.655000001190000","142,668.522500000890000"
395,2,"516,968.462200000880000","142,677.099899999800000"
396,1,"516,028.133699998260000","140,426.229299999770000"
397,3,"513,071.262100003660000","139,597.591699998830000"
398,2,"517,533.763999998570000","143,881.189500000330000"
399,2,"515,782.011200003330000","139,272.430900000040000"
400,2,"513,713.572800002990000","139,928.383600000290000"
401,2,"513,473.400499999520000","135,030.643899999560000"
402,4,"516,878.543300002810000","136,706.441300001000000"
403,4,"517,740.752800002690000","144,394.620499998330000"
404,1,"518,304.985899999740000","143,958.526099998500000"
405,1,"515,913.309399999680000","143,471.750700000670000"
406,3,"513,421.377599999310000","139,591.589699998500000"
407,3,"518,026.697300001980000","143,791.336199998860000"
408,2,"516,351.328699998560000","139,819.559300001710000"
409,2,"517,266.905000001190000","144,058.221700001510000"
410,2,"518,232.374700002370000","143,603.235500000420000"
411,4,"510,886.101599998770000","141,239.658300001170000"
412,1,"514,035.212099999190000","140,054.323899999260000"
413,2,"516,138.615599997340000","139,515.724500000480000"
414,4,"512,505.266300000250000","145,446.215300001200000"
415,1,"512,125.728000000120000","145,401.393800001590000"
416,1,"519,168.509700000290000","143,911.466499999170000"
417,2,"510,739.736500002440000","139,148.858600001780000"
418,4,"512,504.685699999330000","135,650.464200001210000"
419,3,"519,178.388300001620000","142,556.500799998640000"
420,3,"514,778.620999999340000","146,057.319499999280000"
421,2,"517,554.956100001930000","145,100.542599998410000"
422,1,"516,332.325199998920000","144,135.354400001470000"
423,3,"515,882.355999998750000","141,106.767099998890000"
424,5,"514,056.687100000680000","144,732.913499999790000"
425,1,"511,702.421899996700000","134,683.391100000590000"
426,3,"516,803.869599998000000","142,065.977400001140000"
427,3,"510,296.927000001070000","134,972.863299999390000"
428,1,"514,124.916000001130000","135,596.196600001310000"
429,1,"516,891.386600002650000","141,491.112500000750000"
430,4,"514,260.534900002180000","138,076.147100001570000"
431,2,"513,622.389700002970000","135,313.112300001080000"
432,3,"517,867.955200001600000","137,099.830400001260000"
433,3,"518,769.297100000080000","145,954.257599998270000"
434,2,"520,358.695100001990000","145,354.549499999730000"
435,4,"513,766.375299997630000","138,807.957699999210000"
436,1,"515,793.918099999430000","140,621.309200000020000"
437,4,"517,540.209799997510000","140,967.239100001750000"
438,4,"519,054.739399999380000","141,042.172100000080000"
439,3,"513,788.759099997580000","135,725.668800000100000"
440,2,"516,038.871600002050000","139,835.135400000960000"
441,1,"512,922.604099996390000","145,452.111099999400000"
442,1,"516,175.092500001190000","144,170.003299999980000"
443,3,"518,469.257100000980000","143,530.744699999690000"
444,3,"513,288.337300002570000","134,862.874600000680000"
445,2,"515,811.757399998610000","139,824.883299998940000"
446,4,"517,360.578699998560000","141,689.564699999990000"
447,3,"517,477.088100001220000","137,099.466699998830000"
448,3,"513,720.119699999690000","145,833.239399999380000"
449,1,"519,184.117100000380000","144,234.525499999520000"
450,2,"512,424.838100001220000","134,856.881299998610000"
451,1,"512,380.952200002970000","138,118.927900001410000"
452,2,"519,657.571199998260000","144,413.304600000380000"
453,1,"519,069.550399996340000","144,074.457899998870000"
454,3,"518,003.838699996470000","143,362.209300000220000"
455,5,"510,848.177400000390000","138,393.074099998920000"
456,2,"515,596.552400000390000","140,822.313099998980000"
457,4,"515,848.385899998250000","136,869.208200000230000"
458,3,"519,980.066100001340000","145,949.307700000700000"
459,2,"516,273.748800002040000","144,685.326000001280000"
460,4,"512,871.079000003640000","142,838.736499998720000"
461,2,"519,158.286799997090000","144,018.036699999120000"
462,2,"513,966.834700003270000","135,471.728399999440000"
463,3,"515,141.096500001850000","145,404.549300000070000"
464,3,"516,695.597900003190000","140,575.772799998520000"
465,4,"515,309.893299996850000","139,816.371199999000000"
466,2,"518,043.314000003040000","142,536.106899999080000"
467,3,"517,951.309600003060000","142,126.206000000240000"
468,3,"518,262.504600003360000","141,390.935600001360000"
469,1,"516,230.563299998640000","139,745.276700001210000"
470,3,"511,889.347499996420000","137,498.546100001780000"
471,1,"515,932.439900003370000","142,849.637600000950000"
472,3,"519,503.067599996920000","138,502.034200001510000"
473,1,"515,101.954000003640000","140,671.467900000510000"
474,2,"516,081.667000003160000","140,269.626699998970000"
475,2,"517,444.393200002610000","143,074.820900000630000"
476,2,"518,435.967000000180000","143,066.117499999700000"
477,2,"510,695.240800000730000","143,949.810300000010000"
478,4,"521,166.048199996350000","144,727.185499999670000"
479,4,"518,905.263599999250000","138,707.464899998160000"
480,3,"511,711.346500001850000","134,789.802400000390000"
481,3,"516,744.092799998820000","141,757.614799998700000"
482,1,"515,634.500900000330000","139,312.505100000650000"
483,2,"518,916.420699998740000","142,557.023400001230000"
484,2,"516,100.211099997160000","139,666.456700000910000"
485,2,"516,335.617899999020000","144,526.943300001320000"
486,1,"516,483.913599997760000","143,171.931400001050000"
487,1,"511,627.832299999890000","134,498.920800000430000"
488,1,"516,407.884700000290000","139,528.703499998900000"
489,2,"513,473.786200001840000","146,090.874299999330000"
490,3,"510,508.321500003340000","135,781.169100001450000"
491,2,"516,628.359999999400000","139,339.905200000850000"
492,5,"510,899.993100002410000","144,857.331199999900000"
493,4,"515,789.144299998880000","135,295.854100000110000"
494,3,"512,601.559199996290000","140,506.679499998690000"
495,2,"511,097.888700000940000","143,941.994600001720000"
496,3,"510,333.706500001250000","143,905.860599998380000"
497,3,"510,987.564099997280000","143,397.200800001620000"
498,4,"520,581.509099997580000","144,587.018800001590000"
499,2,"518,404.265000000600000","143,838.002000000330000"
500,1,"516,148.564199998970000","143,567.383600000290000"
501,2,"517,448.117100000380000","142,670.400699999180000"
502,1,"516,845.563400000330000","142,685.663300000130000"
503,5,"517,240.830499999230000","135,097.260000001640000"
504,2,"515,822.176299996670000","140,091.829199999570000"
505,2,"513,198.928499996660000","135,183.551899999380000"
506,3,"515,519.089599996810000","137,760.477400001140000"
507,3,"514,757.709299996500000","135,985.131200000640000"
508,2,"512,984.852099999790000","135,708.715399999170000"
509,4,"518,927.736100003120000","140,354.452599998560000"
510,4,"512,507.803400002420000","144,637.549699999390000"
511,3,"513,708.928000003100000","139,437.656500000510000"
512,2,"519,048.777099996810000","144,235.951999999580000"
513,2,"517,849.637500002980000","143,071.827500000600000"
514,3,"516,320.112300001080000","141,167.248500000690000"
515,3,"517,933.725100003180000","145,555.677700001750000"
516,4,"518,549.085000000890000","145,188.686999998990000"
517,4,"510,619.490500003100000","142,733.454900000240000"
518,1,"516,428.483099997040000","143,230.832100000230000"
519,2,"515,613.302900001410000","139,571.935199998320000"
520,2,"512,531.423100002110000","135,167.394900001590000"
521,3,"511,184.000900000330000","143,028.820999998600000"
522,2,"516,796.566399998960000","143,065.256599999960000"
523,3,"511,098.353500001130000","143,737.640399999920000"
524,3,"512,460.367399998010000","142,546.381000000980000"
525,3,"511,887.191399998960000","136,045.090999998150000"
526,2,"519,943.709299996500000","144,654.187100000680000"
527,4,"516,055.205300003290000","143,548.489399999380000"
528,2,"516,994.247100003060000","142,472.881400000300000"
529,3,"511,522.634599998590000","135,766.183200001720000"
530,2,"512,683.356100000440000","139,606.385099999610000"
531,3,"519,136.502899996940000","145,999.566599998620000"
532,3,"519,236.983199998740000","146,006.367800001060000"
533,3,"517,916.621299996970000","145,734.372099999340000"
534,3,"519,427.433100000020000","144,409.807300001380000"
535,1,"519,627.881099998950000","144,611.377300001680000"
536,3,"517,667.038500003520000","143,306.925900001080000"
