OBJECTID_1,AreaCateg,POINT_X,POINT_Y
222,2,"521,885.631499998270000","168,201.100699998440000"
223,3,"534,652.573499999940000","165,986.243900001050000"
224,2,"524,059.865900002420000","163,844.437899999320000"
225,1,"516,577.091099999850000","157,597.714699998500000"
226,1,"518,045.268299996850000","157,578.996599998330000"
227,4,"538,845.420199997720000","149,222.566799998280000"
228,3,"540,162.111900001760000","146,763.229899998750000"
229,3,"531,619.795000001790000","150,595.252300001680000"
230,4,"509,366.423100002110000","150,178.448899999260000"
231,2,"536,822.657399997120000","149,362.846999999140000"
232,3,"512,080.702899999920000","92,723.357500001788000"
233,1,"508,667.957400001590000","158,236.412399999800000"
234,1,"516,667.150799997150000","156,173.808699999000000"
235,3,"535,607.647200003270000","145,512.868500001730000"
236,2,"520,750.466899998490000","145,401.346000000830000"
237,1,"516,697.555799998340000","157,225.631299998610000"
238,2,"537,275.263400003310000","145,205.276200000200000"
239,1,"516,904.165200002490000","157,988.288600001480000"
240,1,"517,170.452299997210000","157,157.658900000150000"
241,1,"518,201.899800002570000","157,844.516300000250000"
242,1,"517,203.973700001840000","157,774.998100001360000"
243,1,"517,137.635700002310000","157,107.772300001230000"
244,1,"516,010.414800003170000","153,237.680399999020000"
245,1,"516,046.678499996660000","156,983.290800001470000"
246,1,"515,573.393299996850000","156,978.139800000940000"
247,4,"485,900.024300001560000","103,392.590500000860000"
248,1,"516,393.236000001430000","157,366.383900001650000"
249,1,"516,663.765699997540000","155,680.794599998740000"
250,1,"517,631.003700003030000","157,741.435699999330000"
251,1,"517,443.998499996960000","156,802.722800001500000"
252,1,"515,570.768500000240000","154,669.382100000980000"
253,2,"501,213.351800002160000","156,464.278999999170000"
254,1,"516,669.149800002570000","156,631.495600000020000"
255,1,"515,569.995999999340000","154,091.695799998940000"
256,1,"505,573.350599996750000","87,615.256200000644000"
257,1,"504,998.113300003110000","87,612.429999999702000"
258,2,"502,859.927000001070000","125,976.205099999900000"
259,3,"511,346.848099999130000","92,236.550099998713000"
260,1,"495,008.124399997290000","118,128.441700000320000"
261,4,"500,301.207000002260000","117,041.033300001170000"
262,3,"510,069.350199997430000","124,243.417100001130000"
263,3,"491,286.242299996320000","110,477.910999998450000"
264,3,"510,883.137100003660000","133,343.308499999340000"
265,3,"486,806.125500001010000","107,719.555700000380000"
266,3,"513,823.200300000610000","132,849.317299999300000"
267,3,"513,081.557599999010000","132,246.515200000260000"
268,2,"485,844.117200002070000","106,495.767099998890000"
269,2,"506,111.550399996340000","131,542.494500000030000"
270,3,"507,618.040200002490000","130,979.211100000890000"
271,1,"510,056.800999999050000","90,855.149599999189000"
272,2,"563,049.935900002720000","90,307.743500001729000"
273,1,"514,644.101599998770000","121,402.063499998300000"
274,1,"514,720.117700003090000","121,352.164099998770000"
275,1,"497,977.059000000360000","98,268.179299999028000"
276,2,"564,800.323299996550000","89,174.854600001127000"
277,1,"503,349.981700003150000","125,168.733500000090000"
278,1,"505,438.259300000970000","87,762.328499998897000"
279,1,"504,917.259400002660000","87,523.293600000441000"
280,2,"566,623.201700001960000","87,199.352200001478000"
281,2,"564,278.950800001620000","86,156.213899999857000"
282,4,"513,411.649700000880000","123,393.929200001060000"
283,2,"562,839.744800001380000","84,672.464899998158000"
284,3,"504,896.073799997570000","119,648.228900000450000"
285,1,"515,015.903300002220000","157,039.479499999430000"
286,5,"501,667.723399996760000","211,847.929800000040000"
287,1,"517,857.490800000730000","158,498.143899999560000"
288,1,"517,432.317000001670000","156,706.099800001830000"
289,4,"513,797.969499997790000","204,512.856300000100000"
290,3,"517,431.351800002160000","142,157.322700001300000"
291,1,"514,630.105099998410000","182,651.823699999600000"
292,1,"518,336.020199999210000","159,773.046599999070000"
293,2,"520,794.353399999440000","159,566.978700000790000"
294,1,"518,536.185800001030000","159,618.912799999120000"
295,1,"518,535.298399999740000","159,591.603199999780000"
296,1,"516,009.052100002770000","153,283.826299998910000"
297,1,"514,368.675499998030000","182,549.570199999960000"
298,4,"528,906.846500001850000","158,651.107500001790000"
299,1,"518,420.834499999880000","159,126.889800000940000"
300,1,"518,168.426700003450000","159,072.506700001660000"
301,1,"518,120.951499998570000","159,056.234999999400000"
302,1,"515,087.789899997410000","156,913.043299999090000"
303,3,"513,495.973800003530000","158,628.363699998710000"
304,1,"516,770.697200000290000","158,696.918000001460000"
305,1,"517,090.807800002400000","158,628.299600001420000"
306,4,"504,177.442000001670000","158,111.984400000420000"
307,1,"518,058.619800001380000","158,589.177200000730000"
308,3,"509,435.563000001010000","137,713.988299999390000"
309,1,"516,876.551100000740000","157,455.555100001390000"
310,1,"517,299.184699997310000","156,999.865400001410000"
311,3,"489,194.943300001320000","107,109.580400001260000"
312,3,"490,981.564599998300000","95,749.687399998307000"
313,1,"518,739.086199998860000","161,108.302999999370000"
314,3,"503,815.270700000230000","160,861.797800000760000"
315,3,"505,172.645800001920000","161,212.710599999870000"
316,1,"516,200.041900001470000","161,258.107599999760000"
317,2,"500,486.390500001610000","160,789.419199999420000"
318,2,"501,419.094400003550000","160,391.439699999990000"
319,5,"507,083.972699999810000","173,764.278099998830000"
320,3,"499,887.413699999450000","159,899.176899999380000"
321,4,"517,357.799500003460000","147,822.467500001190000"
322,5,"532,940.207199998200000","190,998.920800000430000"
323,1,"514,376.608699999750000","182,303.334300000220000"
324,3,"522,049.705600000920000","159,976.273099999870000"
325,1,"516,934.226099997760000","157,386.370900001380000"
326,1,"516,599.057999998330000","157,378.061999998990000"
327,1,"516,193.569700002670000","157,188.977699998770000"
328,1,"517,620.302400000390000","156,940.646899998190000"
329,4,"515,770.257399998610000","190,174.793299999090000"
330,4,"504,340.975299999120000","193,449.036499999460000"
331,3,"519,003.216399997470000","193,566.888300001620000"
332,3,"517,940.854099996390000","187,703.591099999850000"
333,3,"514,547.246600002050000","156,245.015399999920000"
334,2,"518,674.395700000230000","150,624.152899999170000"
335,1,"517,137.093599997460000","156,447.965900000180000"
336,1,"517,032.050700001420000","156,419.136399999260000"
337,1,"516,835.130199998620000","156,401.752000000330000"
338,1,"516,705.849600002170000","156,308.351199999450000"
339,3,"518,361.983999997380000","145,956.988299999390000"
340,1,"517,081.479400001470000","158,317.706399999560000"
341,1,"517,028.864399999380000","156,238.293999999760000"
342,4,"504,574.108900003140000","156,001.476900000130000"
343,1,"516,508.721299998460000","156,173.750500001010000"
344,1,"518,544.539399996400000","158,255.919700000440000"
345,1,"517,568.638999998570000","158,216.484400000420000"
346,1,"515,662.853399999440000","157,161.187699999660000"
347,2,"493,823.310199998320000","122,331.365899998690000"
348,1,"516,917.618699997660000","157,969.993799999360000"
349,1,"499,628.718800000850000","157,841.767200000580000"
350,1,"517,395.070399999620000","157,438.990899998690000"
351,1,"543,510.426100000740000","138,373.776700001210000"
352,1,"515,504.755699999630000","154,280.837699998170000"
353,1,"517,227.932899996640000","157,850.619399998340000"
354,3,"485,009.484600000080000","107,183.934200000020000"
355,1,"543,356.551799997690000","138,858.879200000320000"
356,1,"518,366.423399999740000","157,424.578800000250000"
357,2,"514,715.974100001160000","152,726.002199999990000"
358,1,"516,412.152300000190000","144,170.002900000660000"
359,5,"499,596.063299998640000","143,442.509700000290000"
360,1,"515,191.316500000660000","156,979.461199998860000"
361,1,"517,176.134800001980000","156,972.813000001010000"
362,2,"514,803.873700000350000","154,125.207600001250000"
363,2,"516,397.352899998430000","156,678.478300001470000"
364,1,"516,664.759800001980000","155,727.613600000740000"
365,1,"516,873.437200002370000","157,367.293699998410000"
366,1,"517,125.571500003340000","156,852.943199999630000"
367,1,"516,885.467200003560000","157,350.858699999750000"
368,1,"516,544.805900000040000","157,348.557399999350000"
369,1,"517,313.013199999930000","157,350.780099999160000"
370,1,"517,664.178700000050000","157,347.967199999840000"
371,4,"537,885.552299998700000","150,578.325300000610000"
372,3,"535,991.812799997630000","143,286.499099999670000"
373,1,"516,568.866700001060000","156,599.120000001040000"
374,3,"502,350.808300003410000","153,933.832800000910000"
375,1,"505,064.779700003560000","87,597.418400000781000"
376,1,"510,175.087600000200000","130,185.586199998860000"
377,2,"496,268.244599998000000","101,590.260299999270000"
378,1,"496,842.582400001590000","100,202.951699998230000"
379,1,"504,247.704800002280000","125,438.479299999770000"
380,2,"504,482.945299997930000","125,310.426600001750000"
381,3,"510,098.454899996520000","135,381.552499998360000"
382,2,"495,418.100699998440000","122,829.545400001110000"
383,1,"496,947.711300000550000","121,313.711399998520000"
384,4,"513,805.266300000250000","130,901.249800000340000"
385,1,"505,662.371899999680000","130,834.975000001490000"
386,3,"515,427.909599997100000","120,569.348099999130000"
387,1,"506,419.593900002540000","128,606.012600000950000"
388,3,"509,604.875600002710000","128,110.843699999150000"
389,2,"506,397.451200000940000","128,012.872900001700000"
390,1,"514,027.099500000480000","139,412.050000000750000"
391,1,"504,488.759800001980000","87,957.039299998432000"
392,1,"505,019.233300000430000","87,842.667100001127000"
393,1,"505,438.677299998700000","87,648.089299999177000"
394,1,"566,078.667400002480000","85,748.585400000215000"
395,1,"561,629.232600003480000","84,158.165100000799000"
396,1,"561,528.960799999540000","84,116.829900000244000"
397,5,"517,787.555299997330000","214,768.767599999900000"
398,1,"517,773.716200001540000","158,426.895100001250000"
399,1,"516,906.308300003410000","158,413.672600001100000"
400,1,"517,666.815399996940000","157,632.469900000840000"
401,4,"522,952.977499999110000","210,110.242899999020000"
402,1,"518,148.950400002300000","157,625.993299998340000"
403,1,"517,919.810699999330000","157,480.958900000900000"
404,3,"508,530.057700000700000","129,160.085000000890000"
405,4,"509,338.713500000540000","194,952.911299999800000"
406,1,"517,273.778899997470000","157,034.437500000000000"
407,2,"503,159.631399996580000","160,450.912999998780000"
408,5,"527,137.116300001740000","158,861.225699998440000"
409,1,"515,491.892999999230000","156,868.821600001310000"
410,1,"513,529.140699997540000","182,471.879700001330000"
411,1,"518,534.698399998250000","159,564.362500000750000"
412,3,"499,391.411499999460000","159,017.089899998160000"
413,1,"518,094.085500001910000","159,059.679299999030000"
414,4,"531,592.509800001980000","174,994.026099998500000"
415,4,"520,266.304799996320000","181,430.201900001620000"
416,2,"514,592.952899999920000","153,493.289700001480000"
417,3,"511,020.187100000680000","153,015.201999999580000"
418,2,"519,483.550200000410000","150,011.021299999210000"
419,1,"543,412.660300001500000","138,126.542100001130000"
420,2,"500,192.938600003720000","162,098.428100001070000"
421,4,"505,639.309100002050000","194,172.522199999540000"
422,1,"510,395.572599999610000","194,345.283500000830000"
423,1,"509,908.771799996500000","194,322.462299998850000"
424,2,"520,709.610699996350000","161,498.918299999090000"
425,5,"510,325.057099998000000","178,555.980799999090000"
426,3,"519,593.509999997910000","178,366.674800001080000"
427,1,"518,489.747100003060000","158,167.283599998800000"
428,5,"521,559.773699998860000","176,970.458999998870000"
429,3,"503,260.888099998240000","161,022.127099998300000"
430,2,"501,044.891400001940000","160,370.517700001600000"
431,5,"488,762.809199996290000","94,770.301100000739000"
432,1,"518,338.051399998370000","159,854.788600001480000"
433,1,"517,518.794600002470000","157,361.042700000110000"
434,4,"499,603.380800001320000","167,540.152899999170000"
435,4,"490,772.603799998760000","95,151.846700001508000"
436,1,"515,087.731799997390000","156,934.404199998830000"
437,1,"527,353.784000001850000","193,016.743000000720000"
438,2,"513,079.876699998970000","184,021.123700000350000"
439,2,"513,066.682400003080000","183,625.211100000890000"
440,1,"518,255.155699998140000","157,581.339999999850000"
441,1,"516,344.880599997940000","157,532.710999999200000"
442,1,"516,252.673900000750000","157,293.843299999830000"
443,1,"516,318.761299997570000","157,285.151599999520000"
444,3,"504,302.346900001170000","159,827.323699999600000"
445,4,"504,143.824000000950000","149,341.088899999860000"
446,2,"539,774.593000002210000","148,173.672600001100000"
447,1,"495,555.302400000390000","120,647.087999999520000"
448,4,"501,631.552799999710000","146,142.629599999640000"
449,3,"519,026.118299998340000","145,971.654800001530000"
450,2,"520,773.086400002240000","145,478.215700000520000"
451,1,"516,954.383299998940000","158,223.699999999250000"
452,1,"516,876.161899998780000","158,142.369100000710000"
453,1,"518,272.758299998940000","158,110.585000000890000"
454,4,"523,930.070200003680000","157,566.340100001540000"
455,1,"517,040.530500002210000","155,926.540600001810000"
456,1,"518,285.717600002880000","157,908.629399999980000"
457,1,"518,085.295999996360000","157,895.401700001210000"
458,1,"518,189.977799996730000","157,861.301899999380000"
459,4,"507,677.563799999650000","135,588.208500001580000"
460,2,"511,624.604400001470000","154,194.492699999360000"
461,1,"494,705.449400000270000","115,227.287500001490000"
462,1,"518,677.936200000350000","143,130.061900001020000"
463,1,"515,881.249499998990000","143,666.042700000110000"
464,3,"510,270.967200003560000","143,437.964999999850000"
465,1,"516,380.649999998510000","156,883.243500001730000"
466,1,"518,314.859999999400000","157,395.993999999020000"
467,2,"499,876.363600000740000","155,530.901099998500000"
468,1,"515,312.895499996840000","156,845.594799999150000"
469,4,"528,783.852399997410000","154,496.018899999560000"
470,3,"499,914.505900003020000","154,438.702599998560000"
471,4,"506,174.954199999570000","150,920.621500000360000"
472,1,"517,681.387800000610000","157,612.677900001410000"
473,1,"504,874.138899996880000","87,609.619199998677000"
474,1,"502,736.374300003050000","126,022.384599998590000"
475,3,"503,177.960199996830000","119,681.810699999330000"
476,3,"507,640.275100000200000","125,680.534200001510000"
477,3,"500,218.153899997470000","117,675.975000001490000"
478,2,"495,628.718099996450000","116,676.322500001640000"
479,3,"495,521.433600001040000","116,429.527800001200000"
480,3,"507,462.288800001140000","113,964.457100000230000"
481,3,"509,680.251299999650000","134,171.229299999770000"
482,3,"483,040.270400002600000","108,648.062800001350000"
483,4,"489,382.628100000320000","108,411.771200001240000"
484,1,"489,659.703000001610000","106,620.093699999150000"
485,2,"489,078.168399997060000","106,204.277600001540000"
486,1,"503,144.969800002870000","122,241.348200000820000"
487,2,"509,120.108999997380000","130,587.758299998940000"
488,4,"485,812.396799996500000","102,499.350999999790000"
489,2,"493,910.413000002500000","121,594.382500000300000"
490,2,"495,525.190800003710000","121,109.333000000570000"
491,5,"479,122.202899999920000","98,142.392799999565000"
492,4,"514,497.511699996890000","140,071.998300001030000"
493,3,"502,953.045400001110000","126,239.746599998330000"
494,1,"504,723.549800001080000","88,004.137600000948000"
495,1,"505,244.367100000380000","87,456.880600001663000"
496,1,"566,047.666199997070000","85,734.049499999732000"
497,1,"562,002.426299996670000","84,603.211199998856000"
498,1,"562,880.321299999950000","85,136.761100001633000"
499,1,"562,700.502599999310000","84,390.166499998420000"
500,5,"510,699.573399998250000","209,596.368599999700000"
501,5,"516,179.301600001750000","214,819.371399998660000"
502,5,"530,707.067000001670000","213,752.571400001650000"
503,1,"517,867.404600001870000","157,632.540800001470000"
504,4,"520,053.681100003420000","205,719.054699998350000"
505,1,"516,754.558100000020000","156,691.292599998410000"
506,1,"565,588.125799998640000","85,562.048500001431000"
507,1,"565,500.971600003540000","85,534.197200000286000"
508,3,"512,600.120899997650000","188,629.240100000050000"
509,4,"521,853.072400003670000","195,584.932700000700000"
510,1,"517,938.229900002480000","158,473.752300001680000"
511,1,"514,441.007100000980000","182,021.558200001720000"
512,1,"514,217.417400002480000","181,941.537099998440000"
513,2,"504,691.889700002970000","181,120.505100000650000"
514,5,"505,664.485100001100000","180,329.264600001280000"
515,1,"517,978.781000003220000","158,735.996300000700000"
516,1,"512,723.866999998690000","135,136.405600000170000"
517,1,"514,457.982199996710000","182,494.271000001580000"
518,1,"517,937.209100000560000","158,582.348400000480000"
519,4,"491,825.693400003020000","111,193.444099999960000"
520,3,"519,586.784800000490000","161,358.085599999870000"
521,4,"492,388.354199998080000","112,975.438700001690000"
522,4,"530,461.950999997560000","163,198.757899999620000"
523,1,"517,545.670599997040000","158,198.109700001780000"
524,1,"517,522.828500002620000","158,181.363699998710000"
525,3,"531,835.401399999860000","178,687.421599999070000"
526,1,"516,670.372100003060000","157,933.871899999680000"
527,1,"517,033.218299999830000","157,160.935800001030000"
528,3,"522,096.510499998930000","168,265.677099999040000"
529,4,"524,597.460699997840000","189,590.932500001040000"
530,5,"508,971.782200001180000","193,099.760299999270000"
531,4,"519,493.831900000570000","183,264.958999998870000"
532,2,"495,306.270700000230000","120,685.691500000660000"
533,1,"516,975.215800002220000","156,312.293800000100000"
534,1,"516,023.298199996350000","156,265.320700000970000"
535,4,"500,196.232500001790000","144,939.462099999190000"
536,3,"517,536.874099999670000","145,461.293699998410000"
